scientificName	year	month	day	decimalLatitude	decimalLongitude	url	kingdom	phylum	class	order	family	genus	vernacularName	country
Amanita rubescens	2023.0	10.0	16.0	51.093586	-3.619937	https://inaturalist-open-data.s3.amazonaws.com/photos/328648420/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"['blusher'#'eurasian blusher']"	United Kingdom
Amanita flavorubens	2023.0	8.0	16.0	40.983726	-81.311729	https://inaturalist-open-data.s3.amazonaws.com/photos/311096459/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"['yellow american blusher'#'yellow blusher']"	United States
Russula sanguinea	2015.0	11.0	10.0	42.998883	6.218063	https://inaturalist-open-data.s3.amazonaws.com/photos/175405121/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	['bloody brittlegill']	France
Amanita flavorubens	2021.0	8.0	8.0	42.312703	-85.56613	https://inaturalist-open-data.s3.amazonaws.com/photos/150326444/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"['yellow american blusher'#'yellow blusher']"	United States
Amanita persicina	2023.0	10.0	20.0	30.71022	-87.431732	https://inaturalist-open-data.s3.amazonaws.com/photos/329501746/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"['peach-col'#'ed fly agaric']"	United States
Amanita pantherinoides	2023.0	12.0	25.0	38.460567	-122.552644	https://inaturalist-open-data.s3.amazonaws.com/photos/342646262/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"['western american false panther'#'western panther']"	United States
Amanita persicina	2024.0	10.0	26.0	33.912146	-83.907659	https://inaturalist-open-data.s3.amazonaws.com/photos/446046179/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"['peach-col'#'ed fly agaric']"	United States
Amanita flavorubens	2020.0	6.0	9.0	39.175482	-91.011549	https://inaturalist-open-data.s3.amazonaws.com/photos/77886323/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"['yellow american blusher'#'yellow blusher']"	United States
Amanita basii	2023.0	8.0	20.0	29.187139	-108.234598	https://inaturalist-open-data.s3.amazonaws.com/photos/312769100/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"[""bas' caesar""]"	Mexico
Amanita rubescens	2022.0	11.0	13.0	47.968452	-1.706452	https://inaturalist-open-data.s3.amazonaws.com/photos/268700042/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"['blusher'#'eurasian blusher']"	France
Amanita velatipes	2023.0	7.0	16.0	40.217826	-80.163232	https://inaturalist-open-data.s3.amazonaws.com/photos/301182675/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	['great funnel-veil amanita']	United States
Amanita velatipes	2023.0	7.0	16.0	40.217826	-80.163232	https://inaturalist-open-data.s3.amazonaws.com/photos/301182648/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	['great funnel-veil amanita']	United States
Amanita augusta	2023.0	1.0	17.0	41.796713	-124.215553	https://inaturalist-open-data.s3.amazonaws.com/photos/252622837/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"['majestic amanita'#'western yellow-veiled amanita']"	United States
Amanita jacksonii	2021.0	9.0	4.0	35.104347	-82.661438	https://inaturalist-open-data.s3.amazonaws.com/photos/155159089/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"[""jackson's slender caesar""#'american slender caesar'#""american caesar's mushroom""#""jackson's amanita""]"	United States
Amanita aprica	2023.0	4.0	2.0	39.375397	-123.817986	https://inaturalist-open-data.s3.amazonaws.com/photos/264625776/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	['sunshine amanita']	United States
Amanita jacksonii	2023.0	6.0	30.0	35.606187	-81.028314	https://inaturalist-open-data.s3.amazonaws.com/photos/295896965/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"[""jackson's slender caesar""#'american slender caesar'#""american caesar's mushroom""#""jackson's amanita""]"	United States
Amanita aprica	2022.0	6.0	26.0	37.12736	-118.478226	https://inaturalist-open-data.s3.amazonaws.com/photos/210721103/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	['sunshine amanita']	United States
Amanita muscaria	2022.0	10.0	8.0	57.008658	41.197794	https://inaturalist-open-data.s3.amazonaws.com/photos/248384562/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"['euro-asian fly agaric'#'fly agaric'#'fly amanita']"	Russia
Amanita citrina	2023.0	10.0	14.0	54.583995	9.34247	https://inaturalist-open-data.s3.amazonaws.com/photos/327965846/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	['false death-cap']	Germany
Amanita velatipes	2014.0	7.0	18.0	41.3588	-80.103	https://inaturalist-open-data.s3.amazonaws.com/photos/13074013/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	['great funnel-veil amanita']	United States
Russula sanguinea	2024.0	7.0	29.0	53.003074	52.139526	https://inaturalist-open-data.s3.amazonaws.com/photos/413361722/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	['bloody brittlegill']	Russia
Amanita crenulata	2018.0	9.0	29.0	40.72747	-74.300833	https://inaturalist-open-data.s3.amazonaws.com/photos/27238475/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	['poison champagne amanita']	United States
Amanita wellsii	2024.0	9.0	7.0	44.066545	-71.280538	https://inaturalist-open-data.s3.amazonaws.com/photos/433681720/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	['salmon amanita']	United States
Amanita velatipes	2019.0	9.0	29.0	42.255762	-83.808325	https://inaturalist-open-data.s3.amazonaws.com/photos/52775395/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	['great funnel-veil amanita']	United States
Amanita pantherinoides	2022.0	6.0	22.0	49.153501	-123.98713	https://inaturalist-open-data.s3.amazonaws.com/photos/208410499/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"['western american false panther'#'western panther']"	Canada
Amanita flavoconia	2022.0	8.0	9.0	39.38786	-86.391933	https://inaturalist-open-data.s3.amazonaws.com/photos/221338258/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"['yellow patches'#'yellow dust amanita'#'yellow spotted amanita']"	United States
Amanita flavoconia	2020.0	9.0	12.0	40.412164	-74.470072	https://inaturalist-open-data.s3.amazonaws.com/photos/94890436/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"['yellow patches'#'yellow dust amanita'#'yellow spotted amanita']"	United States
Amanita regalis	2020.0	7.0	19.0	62.588538	26.705187	https://inaturalist-open-data.s3.amazonaws.com/photos/106983417/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"['king of sweden amanita'#'royal fly agaric']"	Finland
Amanita regalis	2020.0	7.0	19.0	62.588538	26.705187	https://inaturalist-open-data.s3.amazonaws.com/photos/106983431/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"['king of sweden amanita'#'royal fly agaric']"	Finland
Amanita pantherinoides	2024.0	1.0	20.0	37.929022	-122.539497	https://inaturalist-open-data.s3.amazonaws.com/photos/347651498/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"['western american false panther'#'western panther']"	United States
Amanita crenulata	2024.0	9.0	25.0	34.910086	-79.354078	https://inaturalist-open-data.s3.amazonaws.com/photos/450150820/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	['poison champagne amanita']	United States
Amanita rubescens	2023.0	8.0	10.0	51.885985	7.65251	https://observation.org/photos/75396017.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"['blusher'#'eurasian blusher']"	Germany
Amanita rubescens	2013.0	10.0	28.0	-34.0	21.167	https://inaturalist-open-data.s3.amazonaws.com/photos/15303550/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"['blusher'#'eurasian blusher']"	South Africa
Amanita muscaria	2023.0	11.0	17.0	52.25	6.95	https://observation.org/photos/81255515.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"['euro-asian fly agaric'#'fly agaric'#'fly amanita']"	Netherlands
Amanita cokeri	2016.0	7.0	28.0	41.175864	-74.154031	https://inaturalist-open-data.s3.amazonaws.com/photos/12643829/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"[""coker's amanita""]"	United States
Amanita wellsii	2023.0	8.0	29.0	46.412784	-80.833651	https://inaturalist-open-data.s3.amazonaws.com/photos/339455058/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	['salmon amanita']	Canada
Amanita flavoconia	2019.0	8.0	6.0	43.669453	-74.696486	https://inaturalist-open-data.s3.amazonaws.com/photos/47383419/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"['yellow patches'#'yellow dust amanita'#'yellow spotted amanita']"	United States
Amanita xanthocephala	2024.0	6.0	29.0	-34.970925	117.282408	https://inaturalist-open-data.s3.amazonaws.com/photos/400516714/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	['vermilion amanita']	Australia
Amanita xanthocephala	2017.0	6.0	12.0	-38.418939	144.959247	https://inaturalist-open-data.s3.amazonaws.com/photos/8560116/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	['vermilion amanita']	Australia
Amanita caesarea	2014.0	8.0	19.0	48.753014	17.958971	https://inaturalist-open-data.s3.amazonaws.com/photos/249845526/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"[""caesar's mushroom""#'caesar']"	Slovakia
Amanita jacksonii	2022.0	8.0	12.0	35.604345	-83.63585	https://inaturalist-open-data.s3.amazonaws.com/photos/240062464/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"[""jackson's slender caesar""#'american slender caesar'#""american caesar's mushroom""#""jackson's amanita""]"	United States
Amanita wellsii	2008.0	8.0	22.0	41.66045	-72.39235	https://inaturalist-open-data.s3.amazonaws.com/photos/102809105/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	['salmon amanita']	United States
Amanita xanthocephala	2024.0	6.0	22.0	-32.397438	152.482788	https://inaturalist-open-data.s3.amazonaws.com/photos/398576790/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	['vermilion amanita']	Australia
Amanita cokeri	2024.0	7.0	29.0	29.39083	-108.335761	https://inaturalist-open-data.s3.amazonaws.com/photos/413695923/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"[""coker's amanita""]"	Mexico
Russula sanguinea	2023.0	12.0	8.0	43.417295	-8.17083	https://inaturalist-open-data.s3.amazonaws.com/photos/340774732/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	['bloody brittlegill']	Spain
Amanita augusta	2021.0	10.0	16.0	38.184362	-123.677437	https://inaturalist-open-data.s3.amazonaws.com/photos/163910752/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"['majestic amanita'#'western yellow-veiled amanita']"	United States
Amanita augusta	2020.0	10.0	11.0	41.06683	-124.183978	https://inaturalist-open-data.s3.amazonaws.com/photos/99889081/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"['majestic amanita'#'western yellow-veiled amanita']"	United States
Amanita velatipes	2023.0	5.0	27.0	41.578661	-81.213326	https://inaturalist-open-data.s3.amazonaws.com/photos/284107593/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	['great funnel-veil amanita']	United States
Amanita velatipes	2023.0	5.0	27.0	41.578661	-81.213326	https://inaturalist-open-data.s3.amazonaws.com/photos/284107330/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	['great funnel-veil amanita']	United States
Amanita flavorubens	2019.0	8.0	31.0	31.744703	-109.351661	https://inaturalist-open-data.s3.amazonaws.com/photos/49980015/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"['yellow american blusher'#'yellow blusher']"	United States
Amanita crenulata	2021.0	9.0	17.0	41.895241	-73.419874	https://inaturalist-open-data.s3.amazonaws.com/photos/241101922/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	['poison champagne amanita']	United States
Amanita crenulata	2021.0	9.0	17.0	41.895241	-73.419874	https://inaturalist-open-data.s3.amazonaws.com/photos/241101670/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	['poison champagne amanita']	United States
Amanita aprica	2020.0	5.0	13.0	49.306385	-124.518575	https://inaturalist-open-data.s3.amazonaws.com/photos/72695417/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	['sunshine amanita']	Canada
Amanita aprica	2020.0	5.0	13.0	49.306385	-124.518575	https://inaturalist-open-data.s3.amazonaws.com/photos/72695337/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	['sunshine amanita']	Canada
Amanita basii	2023.0	8.0	27.0	23.575064	-105.854815	https://inaturalist-open-data.s3.amazonaws.com/photos/315045526/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"[""bas' caesar""]"	Mexico
Leratiomyces ceres	2023.0	7.0	15.0	-34.827525	-58.098381	https://inaturalist-open-data.s3.amazonaws.com/photos/300625299/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Leratiomyces	"['redlead roundhead'#'chip cherries'#'red roundhead']"	Argentina
Russula sanguinea	2021.0	9.0	10.0	53.349523	33.24753	https://inaturalist-open-data.s3.amazonaws.com/photos/156513346/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	['bloody brittlegill']	Russia
Amanita parcivolvata	2022.0	7.0	7.0	38.899867	-79.858772	https://inaturalist-open-data.s3.amazonaws.com/photos/217644983/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"[""false caesar's mushroom""#'ringless false fly agaric']"	United States
Amanita xanthocephala	2020.0	6.0	15.0	-35.324057	138.771205	https://inaturalist-open-data.s3.amazonaws.com/photos/176562670/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	['vermilion amanita']	Australia
Amanita wellsii	2021.0	9.0	11.0	53.319366	-60.329716	https://inaturalist-open-data.s3.amazonaws.com/photos/156871244/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	['salmon amanita']	Canada
Amanita flavorubens	2023.0	6.0	30.0	35.792728	-78.676497	https://inaturalist-open-data.s3.amazonaws.com/photos/295797222/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"['yellow american blusher'#'yellow blusher']"	United States
Amanita aprica	2022.0	5.0	29.0	41.276896	-122.065486	https://inaturalist-open-data.s3.amazonaws.com/photos/202611409/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	['sunshine amanita']	United States
Leratiomyces ceres	2021.0	4.0	28.0	-37.85727	145.060348	https://inaturalist-open-data.s3.amazonaws.com/photos/126601574/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Leratiomyces	"['redlead roundhead'#'chip cherries'#'red roundhead']"	Australia
Amanita wellsii	2022.0	9.0	3.0	46.053511	-62.927853	https://inaturalist-open-data.s3.amazonaws.com/photos/227513234/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	['salmon amanita']	Canada
Amanita crenulata	2021.0	9.0	15.0	40.43867	-74.457948	https://inaturalist-open-data.s3.amazonaws.com/photos/157525762/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	['poison champagne amanita']	United States
Amanita xanthocephala	2018.0	8.0	19.0	-38.553005	143.758049	https://inaturalist-open-data.s3.amazonaws.com/photos/63076830/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	['vermilion amanita']	Australia
Amanita persicina	2019.0	1.0	2.0	30.667015	-90.956894	https://inaturalist-open-data.s3.amazonaws.com/photos/247400437/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"['peach-col'#'ed fly agaric']"	United States
Amanita velatipes	2023.0	7.0	20.0	45.963555	-66.643115	https://inaturalist-open-data.s3.amazonaws.com/photos/327069896/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	['great funnel-veil amanita']	Canada
Amanita velatipes	2023.0	7.0	20.0	45.963555	-66.643115	https://inaturalist-open-data.s3.amazonaws.com/photos/327069919/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	['great funnel-veil amanita']	Canada
Amanita velatipes	2023.0	7.0	20.0	45.963555	-66.643115	https://inaturalist-open-data.s3.amazonaws.com/photos/327069871/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	['great funnel-veil amanita']	Canada
Amanita wellsii	2019.0	8.0	15.0	46.402846	-62.260274	https://inaturalist-open-data.s3.amazonaws.com/photos/48319178/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	['salmon amanita']	Canada
Leratiomyces ceres	2014.0	10.0	31.0	52.1	4.4	https://observation.org/photos/7685478.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Leratiomyces	"['redlead roundhead'#'chip cherries'#'red roundhead']"	Netherlands
Amanita augusta	2021.0	11.0	30.0	40.882931	-124.067313	https://inaturalist-open-data.s3.amazonaws.com/photos/170922916/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"['majestic amanita'#'western yellow-veiled amanita']"	United States
Amanita rubescens	2024.0	7.0	20.0	56.024877	21.240092	https://inaturalist-open-data.s3.amazonaws.com/photos/409201861/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"['blusher'#'eurasian blusher']"	Lithuania
Amanita aprica	2018.0	6.0	18.0	40.498878	-121.464348	https://inaturalist-open-data.s3.amazonaws.com/photos/20063695/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	['sunshine amanita']	United States
Amanita pantherinoides	2024.0	6.0	30.0	47.895499	-122.568017	https://inaturalist-open-data.s3.amazonaws.com/photos/401359537/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"['western american false panther'#'western panther']"	United States
Amanita crenulata	2022.0	11.0	6.0	40.655886	-73.992185	https://inaturalist-open-data.s3.amazonaws.com/photos/242093498/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	['poison champagne amanita']	United States
Amanita jacksonii	2024.0	8.0	1.0	34.060826	-81.157692	https://inaturalist-open-data.s3.amazonaws.com/photos/414214155/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"[""jackson's slender caesar""#'american slender caesar'#""american caesar's mushroom""#""jackson's amanita""]"	United States
Amanita crenulata	2020.0	10.0	20.0	40.653298	-73.985898	https://inaturalist-open-data.s3.amazonaws.com/photos/101205207/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	['poison champagne amanita']	United States
Amanita frostiana	2020.0	9.0	12.0	45.456209	-75.548136	https://inaturalist-open-data.s3.amazonaws.com/photos/94907709/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"[""frost's amanita""]"	Canada
Amanita cokeri	2015.0	7.0	26.0	41.232926	-74.24061	https://inaturalist-open-data.s3.amazonaws.com/photos/24718959/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"[""coker's amanita""]"	United States
Amanita crenulata	2023.0	10.0	11.0	33.333115	-79.43356	https://inaturalist-open-data.s3.amazonaws.com/photos/327223641/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	['poison champagne amanita']	United States
Amanita pantherinoides	2024.0	8.0	24.0	45.80722	-122.406022	https://inaturalist-open-data.s3.amazonaws.com/photos/423134067/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"['western american false panther'#'western panther']"	United States
Amanita basii	2023.0	8.0	22.0	19.288553	-99.971336	https://inaturalist-open-data.s3.amazonaws.com/photos/313046538/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"[""bas' caesar""]"	Mexico
Amanita augusta	2018.0	2.0	3.0	37.257245	-122.395193	https://inaturalist-open-data.s3.amazonaws.com/photos/13298072/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"['majestic amanita'#'western yellow-veiled amanita']"	United States
Amanita augusta	2022.0	9.0	16.0	40.94888	-124.124558	https://inaturalist-open-data.s3.amazonaws.com/photos/230817800/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"['majestic amanita'#'western yellow-veiled amanita']"	United States
Amanita parcivolvata	2022.0	9.0	18.0	39.435578	-82.18785	https://inaturalist-open-data.s3.amazonaws.com/photos/231251729/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"[""false caesar's mushroom""#'ringless false fly agaric']"	United States
Amanita caesarea	2023.0	10.0	14.0	41.956425	-2.581845	https://inaturalist-open-data.s3.amazonaws.com/photos/331414659/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"[""caesar's mushroom""#'caesar']"	Spain
Amanita flavoconia	2021.0	6.0	19.0	40.815455	-74.232887	https://inaturalist-open-data.s3.amazonaws.com/photos/137492767/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"['yellow patches'#'yellow dust amanita'#'yellow spotted amanita']"	United States
Amanita caesarea	2022.0	10.0	12.0	42.991844	6.19668	https://inaturalist-open-data.s3.amazonaws.com/photos/236769091/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"[""caesar's mushroom""#'caesar']"	France
Amanita pantherina	2020.0	10.0	31.0	51.770703	7.271689	https://inaturalist-open-data.s3.amazonaws.com/photos/103019880/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"['panthercap'#'european panther']"	Germany
Amanita citrina	2022.0	11.0	24.0	48.012222	-1.721389	https://inaturalist-open-data.s3.amazonaws.com/photos/267803948/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	['false death-cap']	France
Amanita velatipes	2018.0	9.0	24.0	42.725094	-83.114719	https://inaturalist-open-data.s3.amazonaws.com/photos/198261614/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	['great funnel-veil amanita']	United States
Amanita velatipes	2018.0	9.0	24.0	42.725094	-83.114719	https://inaturalist-open-data.s3.amazonaws.com/photos/198261663/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	['great funnel-veil amanita']	United States
Amanita rubescens	2022.0	7.0	26.0	52.85	6.3	https://observation.org/photos/55269948.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"['blusher'#'eurasian blusher']"	Netherlands
Amanita velatipes	2021.0	7.0	10.0	40.845811	-85.438524	https://inaturalist-open-data.s3.amazonaws.com/photos/142444165/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	['great funnel-veil amanita']	United States
Amanita augusta	2022.0	10.0	2.0	44.966197	-123.997497	https://inaturalist-open-data.s3.amazonaws.com/photos/234564631/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"['majestic amanita'#'western yellow-veiled amanita']"	United States
Russula sanguinea	2023.0	10.0	4.0	53.594301	-3.057725	https://inaturalist-open-data.s3.amazonaws.com/photos/325310719/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	['bloody brittlegill']	United Kingdom
Amanita cokeri	2024.0	7.0	21.0	37.45155	-91.69255	https://inaturalist-open-data.s3.amazonaws.com/photos/409890847/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"[""coker's amanita""]"	United States
Amanita cokeri	2024.0	7.0	21.0	37.45155	-91.69255	https://inaturalist-open-data.s3.amazonaws.com/photos/409890904/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"[""coker's amanita""]"	United States
Amanita aprica	2016.0	8.0	27.0	38.7412	-120.020722	https://inaturalist-open-data.s3.amazonaws.com/photos/4705169/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	['sunshine amanita']	United States
Amanita augusta	2022.0	9.0	18.0	45.280205	-121.876328	https://inaturalist-open-data.s3.amazonaws.com/photos/231284709/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"['majestic amanita'#'western yellow-veiled amanita']"	United States
Amanita crenulata	2014.0	10.0	17.0	41.8885	-69.9733	https://inaturalist-open-data.s3.amazonaws.com/photos/13076658/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	['poison champagne amanita']	United States
Amanita aprica	2022.0	6.0	27.0	49.53092	-125.550333	https://inaturalist-open-data.s3.amazonaws.com/photos/209985820/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	['sunshine amanita']	Canada
Leratiomyces ceres	2018.0	10.0	16.0	37.700974	-121.933985	https://inaturalist-open-data.s3.amazonaws.com/photos/26741057/original.jpeg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Leratiomyces	"['redlead roundhead'#'chip cherries'#'red roundhead']"	United States
Amanita pantherinoides	2022.0	5.0	31.0	45.52387	-122.612175	https://inaturalist-open-data.s3.amazonaws.com/photos/202290027/original.jpg	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	"['western american false panther'#'western panther']"	United States
